date,area,rooms,floor,total_floors,year_built,orientation,district,subdistrict,community,price_per_sqm,total_price,dist_metro_m,school_rank,lat,lon,neigh_price,source
2023-03-09,54.5,3,21,22,2015,西南,海淀区,xierqi,上地东里,92308,5034561,632,0,39.92557943838939,116.2852921360169,103379,realistic_mock
2023-03-20,83.4,3,21,25,1998,北,海淀区,wudaokou,世纪城,97640,8140048,574,0,39.96084191576484,116.28257600324358,100273,realistic_mock
2023-03-24,54.5,2,8,26,2012,东西,海淀区,zhongguancun,曙光花园,97309,5300077,100,0,39.959079193833574,116.26214773101833,109627,realistic_mock
2023-03-28,75.1,2,7,18,2020,北,海淀区,shoujingmao,紫金庄园,107804,8095093,508,0,39.95509956401635,116.29135569812796,117402,realistic_mock
2023-03-30,88.7,3,12,13,2018,南,海淀区,shoujingmao,万柳书院,93562,8300479,205,0,39.9586336365064,116.2830367978791,103670,realistic_mock
2023-04-03,101.8,2,3,13,1998,西南,海淀区,xierqi,博雅西园,110110,11212928,342,0,39.92417848944868,116.28478376322738,111510,realistic_mock
2023-04-06,117.4,2,11,13,2008,南北,海淀区,zhongguancun,世纪城,113427,13319887,100,0,39.96299974508803,116.30883552742829,115274,realistic_mock
2023-04-07,98.3,2,27,28,2012,北,海淀区,shoujingmao,上地西里,100842,9912318,251,0,39.97370776888957,116.27307502757161,97557,realistic_mock
2023-04-08,64.4,1,6,9,2020,南,海淀区,haidian,上地东里,93534,6019222,814,0,39.96584573519473,116.26486874657442,89312,realistic_mock
2023-04-10,44.0,2,11,15,2005,北,海淀区,haidian,上地西里,96521,4250536,100,0,39.93271365982641,116.26866014968397,105690,realistic_mock
2023-04-14,105.6,2,2,12,2018,北,海淀区,wudaokou,博雅西园,107330,11337518,1171,0,39.934791277750364,116.29818567455284,114957,realistic_mock
2023-04-20,51.4,3,8,9,2020,东西,海淀区,xierqi,华清嘉园,122884,6320965,242,0,39.964865916628405,116.26689603661411,120140,realistic_mock
2023-04-20,103.0,1,17,27,2012,东南,海淀区,xierqi,博雅西园,91949,9469811,368,0,39.97103759868882,116.25287388128805,92665,realistic_mock
2023-04-22,92.6,3,5,12,2002,南,海淀区,haidian,橡树湾,105330,9750812,581,0,39.94438499219444,116.30279026487649,100278,realistic_mock
2023-04-23,88.1,2,5,18,2015,西南,海淀区,shoujingmao,世纪城,107662,9485958,104,0,39.95159853581151,116.27709278165838,112653,realistic_mock
2023-04-24,84.9,3,8,31,2020,南北,海淀区,shangdi,紫金庄园,105953,8998307,1092,0,39.97455212817239,116.29917749217286,105131,realistic_mock
2023-04-24,135.6,1,23,24,2018,东西,海淀区,xierqi,万城华府,110361,14970250,100,0,39.95665511465104,116.29863719197677,117198,realistic_mock
2023-04-29,98.0,1,26,27,2005,东西,海淀区,wudaokou,万城华府,112437,11021334,1466,0,39.9785361151494,116.253916605454,114873,realistic_mock
2023-04-30,85.5,3,17,18,2008,东南,海淀区,xierqi,华清嘉园,115092,9838167,313,0,39.92601391269058,116.30592970315281,105877,realistic_mock
2023-04-30,91.2,4,15,26,2020,西南,海淀区,wudaokou,橡树湾,100634,9182492,1723,0,39.9747077839255,116.2930377646544,98924,realistic_mock
2023-04-30,98.2,3,7,21,2012,北,海淀区,zhongguancun,上地东里,107824,10586512,889,0,39.938932848418695,116.26292913731658,104419,realistic_mock
2023-05-01,100.9,2,24,25,2018,南北,海淀区,haidian,上地西里,98825,9968799,202,0,39.971714596898266,116.26985110829236,105202,realistic_mock
2023-05-04,51.2,1,20,30,2015,东南,海淀区,haidian,上地东里,96624,4949255,100,0,39.9408534996387,116.28688544332444,94719,realistic_mock
2023-05-04,93.9,2,16,30,1998,北,海淀区,haidian,曙光花园,90371,8490344,108,0,39.925037753806805,116.29620127370735,86197,realistic_mock
2023-05-08,63.2,2,9,22,2015,东南,海淀区,shoujingmao,郦城,94167,5952382,1191,0,39.95590916638556,116.25827838798844,94103,realistic_mock
2023-05-10,83.8,3,16,26,2012,东西,海淀区,haidian,当代城市家园,99273,8317642,100,0,39.964946934741555,116.28391039537344,89981,realistic_mock
2023-05-11,55.4,2,5,10,2015,北,海淀区,zhongguancun,曙光花园,98095,5430612,100,0,39.94430124794482,116.28557510398991,107154,realistic_mock
2023-05-12,81.5,2,18,19,2002,北,海淀区,shangdi,观山园,115744,9434888,402,0,39.970619135391715,116.26566761084169,117659,realistic_mock
2023-05-18,67.8,4,8,27,1998,南北,海淀区,zhongguancun,观山园,101761,6894703,828,0,39.96326126235817,116.28857304089948,110165,realistic_mock
2023-05-18,73.8,3,25,26,2008,东南,海淀区,wudaokou,上地西里,99697,7353012,104,0,39.94510603760464,116.29808659612368,105211,realistic_mock
2023-05-20,85.5,3,15,16,2005,南,海淀区,shangdi,曙光花园,109570,9369866,503,0,39.9729264654313,116.25529080367446,104380,realistic_mock
2023-05-20,80.3,2,5,6,2012,北,海淀区,shoujingmao,曙光花园,97506,7833123,940,0,39.92542917751098,116.30218944053323,101997,realistic_mock
2023-05-22,129.8,2,12,13,2012,东南,海淀区,wudaokou,博雅西园,105976,13758724,160,0,39.93081401910911,116.2806237373512,100319,realistic_mock
2023-05-24,87.7,3,26,27,1998,南北,海淀区,haidian,橡树湾,107402,9414204,1076,0,39.96323518516224,116.29594579926285,106979,realistic_mock
2023-05-30,93.0,1,25,26,2020,西南,海淀区,zhongguancun,万柳书院,94497,8789781,280,0,39.929706401383086,116.2721592566527,95293,realistic_mock
2023-06-03,83.8,2,26,27,2008,南,海淀区,haidian,华清嘉园,97473,8167007,114,0,39.95284828939174,116.26646307631215,97576,realistic_mock
2023-06-03,120.1,2,26,27,2002,北,海淀区,wudaokou,紫金庄园,114383,13736367,132,0,39.96023081591713,116.26306947523972,110321,realistic_mock
2023-06-04,69.6,3,5,8,2020,南,海淀区,wudaokou,观山园,100244,6978736,161,0,39.971345480264034,116.30248575142689,104094,realistic_mock
2023-06-06,97.1,3,27,28,2008,南,海淀区,zhongguancun,万城华府,93039,9036048,1382,0,39.95243316052334,116.27749228831513,93687,realistic_mock
2023-06-07,81.4,2,17,21,2008,南北,海淀区,shangdi,观山园,111396,9067149,286,0,39.94983525895691,116.25362411212758,112711,realistic_mock
2023-06-09,110.9,2,1,12,2008,北,海淀区,haidian,观山园,101934,11309417,379,0,39.972128065749075,116.28971409458832,91505,realistic_mock
2023-06-10,104.6,2,14,15,2002,东西,海淀区,shoujingmao,橡树湾,94392,9872877,1072,0,39.96016886029341,116.30472181538708,91564,realistic_mock
2023-06-13,86.0,2,9,29,2020,西南,海淀区,shoujingmao,橡树湾,107165,9221515,100,0,39.975331690318065,116.26177846799372,107184,realistic_mock
2023-06-15,78.2,2,20,31,2012,南北,海淀区,haidian,上地西里,94946,7420216,408,0,39.94734237706522,116.27746676107594,93638,realistic_mock
2023-06-25,89.3,1,23,24,2005,东西,海淀区,zhongguancun,万城华府,93952,8387318,629,0,39.968263786814916,116.26242508949326,89663,realistic_mock
2023-06-26,84.5,3,15,20,2015,西南,海淀区,haidian,当代城市家园,104889,8860682,399,0,39.93623355538928,116.26492750732436,104187,realistic_mock
2023-06-27,75.3,3,13,23,2018,南,海淀区,zhongguancun,上地东里,101845,7668581,100,0,39.937995763848384,116.27845851989211,99571,realistic_mock
2023-06-28,98.5,3,22,29,2008,东西,海淀区,wudaokou,世纪城,98636,9715822,1510,0,39.92618728174449,116.282867081663,97300,realistic_mock
2023-06-29,87.3,2,16,17,2015,东西,海淀区,haidian,紫金庄园,99407,8676062,218,0,39.95462464655791,116.30237692382454,97079,realistic_mock
2023-07-04,110.1,3,8,17,2015,南,海淀区,wudaokou,当代城市家园,104143,11468242,308,0,39.96999144826614,116.2694128414978,101281,realistic_mock
2023-07-08,104.5,2,15,29,2005,北,海淀区,haidian,橡树湾,92031,9621708,176,0,39.96174971092173,116.30719296183037,92346,realistic_mock
2023-07-08,102.0,2,17,20,2005,南,海淀区,xierqi,涧桥泊屋,103420,10544316,408,0,39.93630612186043,116.27408204914303,101300,realistic_mock
2023-07-10,60.1,2,14,15,2015,南,海淀区,haidian,观山园,102416,6159183,313,0,39.95999884794196,116.29907244381543,102656,realistic_mock
2023-07-10,40.0,3,19,30,2018,西南,海淀区,shoujingmao,橡树湾,93460,3738414,349,0,39.92533108910429,116.27943503277628,94832,realistic_mock
2023-07-11,52.1,2,1,16,2020,西南,海淀区,haidian,华清嘉园,94648,4928391,555,0,39.927529177807955,116.2963662851799,98418,realistic_mock
2023-07-13,70.9,2,24,25,2018,西南,海淀区,zhongguancun,华清嘉园,97519,6909723,700,0,39.95346132147113,116.25327661819281,97583,realistic_mock
2023-07-13,112.0,2,15,16,2018,东西,海淀区,xierqi,上地西里,103961,11640399,100,0,39.97596091414163,116.26586957240085,99078,realistic_mock
2023-07-14,65.0,2,9,21,2020,东西,海淀区,shoujingmao,上地东里,107772,7004495,1852,0,39.942480373390524,116.26514457510422,108434,realistic_mock
2023-07-17,111.4,3,9,11,2005,东西,海淀区,shoujingmao,郦城,101304,11290115,104,0,39.9374717872998,116.29633605341026,110840,realistic_mock
2023-07-18,44.7,2,24,25,2005,西南,海淀区,shangdi,世纪城,114522,5122582,180,0,39.96763610800711,116.30645953935446,121489,realistic_mock
2023-07-18,71.6,1,9,22,2015,东南,海淀区,wudaokou,美丽园,90257,6466433,100,0,39.97877683334594,116.30882349116165,93829,realistic_mock
2023-07-18,116.0,2,26,27,2012,东南,海淀区,haidian,万城华府,97199,11272240,1298,0,39.92891976366519,116.27487744742362,110065,realistic_mock
2023-07-19,109.4,3,5,8,1998,北,海淀区,zhongguancun,上地西里,108181,11834175,100,0,39.93087955136626,116.27854780889967,103279,realistic_mock
2023-07-27,115.9,2,15,26,2015,西南,海淀区,xierqi,华清嘉园,101519,11761858,515,0,39.94197971148193,116.25220666756398,102013,realistic_mock
2023-07-27,83.2,4,7,10,2012,南北,海淀区,shangdi,曙光花园,85211,7086395,276,0,39.924332791120115,116.29106612166416,95773,realistic_mock
2023-08-03,110.0,1,1,12,2012,南,海淀区,shoujingmao,上地西里,96845,10652510,128,0,39.94400177815918,116.29670035374406,86854,realistic_mock
2023-08-04,137.1,2,13,17,2012,西南,海淀区,haidian,万柳书院,97231,13329909,589,0,39.92856859554696,116.26229879659226,104682,realistic_mock
2023-08-05,71.3,3,7,23,2018,南北,海淀区,zhongguancun,曙光花园,101883,7263318,212,0,39.97531007059803,116.27997373866842,97096,realistic_mock
2023-08-06,61.4,2,15,23,2005,西南,海淀区,wudaokou,华清嘉园,114953,7060105,188,0,39.963037949101256,116.27371730766417,111452,realistic_mock
2023-08-09,99.2,2,20,21,1998,东西,海淀区,haidian,橡树湾,96043,9525824,237,0,39.927246771345956,116.27556691672984,92052,realistic_mock
2023-08-09,90.4,3,5,7,2005,东南,海淀区,zhongguancun,曙光花园,109485,9892431,1709,0,39.935260946071864,116.29837476897515,107381,realistic_mock
2023-08-11,102.3,2,4,27,2018,南北,海淀区,xierqi,世纪城,93204,9532320,135,0,39.93932193235853,116.2837677321125,94076,realistic_mock
2023-08-13,40.0,2,26,28,2002,北,海淀区,wudaokou,万柳书院,93907,3756285,527,0,39.96115257650519,116.29999627692216,97028,realistic_mock
2023-08-14,40.0,2,24,25,2012,西南,海淀区,wudaokou,华清嘉园,84880,3395219,100,0,39.959221921574304,116.29643616772942,87409,realistic_mock
2023-08-17,80.7,1,2,9,1998,北,海淀区,wudaokou,涧桥泊屋,114910,9274114,318,0,39.977949329669194,116.27594987269981,115233,realistic_mock
2023-08-18,75.9,1,14,24,2018,东西,海淀区,shangdi,当代城市家园,102106,7750772,384,0,39.95799137756081,116.2637336762908,98442,realistic_mock
2023-08-19,155.6,2,9,27,2005,东南,海淀区,shangdi,华清嘉园,124383,19358070,350,0,39.922555457238225,116.30815415983602,119391,realistic_mock
2023-08-19,63.6,3,5,22,2020,东南,海淀区,shoujingmao,上地西里,95895,6102271,100,0,39.940704274881604,116.28806108068208,97619,realistic_mock
2023-08-20,88.5,2,26,27,2002,西南,海淀区,zhongguancun,万城华府,83395,7377041,475,0,39.946305733520674,116.28313290408327,74863,realistic_mock
2023-08-23,73.1,4,7,12,2015,东西,海淀区,xierqi,华清嘉园,99944,7306678,104,0,39.92008842932518,116.29376068764527,106031,realistic_mock
2023-08-25,68.5,2,27,28,2020,南,海淀区,xierqi,曙光花园,98463,6749058,655,0,39.9278374689846,116.26453413960455,100959,realistic_mock
2023-08-29,119.5,3,27,28,2002,西南,海淀区,wudaokou,涧桥泊屋,115303,13775499,100,0,39.97653805627407,116.2953040922479,125021,realistic_mock
2023-08-29,93.5,2,13,16,2020,北,海淀区,wudaokou,世纪城,96839,9050046,129,0,39.93080299399801,116.28339635389082,86054,realistic_mock
2023-09-01,69.6,4,8,13,2020,北,海淀区,haidian,万城华府,104459,7268799,1003,0,39.954584281606124,116.29238275259418,97357,realistic_mock
2023-09-02,70.1,2,19,29,2018,东西,海淀区,haidian,华清嘉园,103142,7229932,468,0,39.920643368173664,116.26830672838071,106403,realistic_mock
2023-09-04,81.5,2,11,30,2012,西南,海淀区,xierqi,华清嘉园,104422,8505270,584,0,39.92985787903715,116.29519557231575,98839,realistic_mock
2023-09-07,85.7,2,5,20,2018,南北,海淀区,zhongguancun,曙光花园,107238,9188855,100,0,39.95941359407929,116.26679925296725,112768,realistic_mock
2023-09-07,116.8,2,10,28,2020,东西,海淀区,zhongguancun,涧桥泊屋,98516,11507790,927,0,39.924226696290766,116.30410316032787,96165,realistic_mock
2023-09-09,91.7,3,12,30,1998,南北,海淀区,wudaokou,万柳书院,98453,9032644,100,0,39.95620069791871,116.25187930711333,107162,realistic_mock
2023-09-10,90.6,2,2,11,1998,西南,海淀区,zhongguancun,上地东里,111234,10080750,164,0,39.95718175132426,116.26715565357924,118046,realistic_mock
2023-09-12,107.1,2,25,26,2008,东西,海淀区,haidian,郦城,109548,11729858,513,0,39.94243040515793,116.28512710181145,103095,realistic_mock
2023-09-15,93.2,2,20,23,2012,南北,海淀区,haidian,紫金庄园,95597,8914033,238,0,39.967787106172274,116.28282377945511,99193,realistic_mock
2023-09-19,103.8,2,5,7,2015,北,海淀区,shangdi,美丽园,97014,10068484,100,0,39.97171921450426,116.2776097358693,92801,realistic_mock
2023-09-19,118.7,2,17,26,2005,东南,海淀区,shangdi,紫金庄园,112326,13331889,100,0,39.94032447577721,116.28370088336187,106129,realistic_mock
2023-09-21,67.9,1,12,13,2005,南北,海淀区,wudaokou,曙光花园,95111,6455123,100,0,39.977326891486285,116.26481767001951,101628,realistic_mock
2023-09-22,118.7,2,25,26,1998,北,海淀区,shoujingmao,橡树湾,115978,13767900,574,0,39.92863256932339,116.25051714015551,121160,realistic_mock
2023-09-26,98.3,4,23,24,2008,东南,海淀区,wudaokou,上地西里,116739,11477631,863,0,39.932873391279806,116.28804330336067,119487,realistic_mock
2023-09-26,96.0,2,5,13,2020,北,海淀区,wudaokou,美丽园,96303,9242729,164,0,39.959355041148925,116.30551481921707,91732,realistic_mock
2023-09-26,144.6,2,13,14,2012,东西,海淀区,xierqi,世纪城,108159,15642878,100,0,39.944819931415,116.29500964997727,108086,realistic_mock
2023-09-29,127.2,3,4,25,2005,南,海淀区,wudaokou,郦城,97172,12364622,712,0,39.970539530285,116.27239446938276,100428,realistic_mock
2023-10-03,130.0,2,19,25,2012,东南,海淀区,zhongguancun,上地西里,88338,11482135,215,0,39.952915304903286,116.27416436908482,90460,realistic_mock
2023-10-05,107.8,2,1,6,2018,南北,海淀区,haidian,当代城市家园,114208,12313016,618,0,39.957193877105624,116.25496410498374,116751,realistic_mock
2023-10-06,100.2,2,26,28,2018,东南,海淀区,xierqi,万城华府,101500,10166542,319,0,39.944804994510434,116.25436092935045,99879,realistic_mock
2023-10-07,54.3,2,24,25,1998,东南,海淀区,zhongguancun,紫金庄园,96319,5228099,112,0,39.968739570814826,116.27057033788833,97186,realistic_mock
2023-10-07,40.6,2,6,16,2015,东西,海淀区,haidian,郦城,102219,4151476,100,0,39.979691979030186,116.25346683365979,109673,realistic_mock
2023-10-09,99.2,3,1,6,2020,东南,海淀区,shoujingmao,曙光花园,103547,10272305,388,0,39.96312308679573,116.25663621593239,96099,realistic_mock
2023-10-10,105.1,2,22,28,1998,东南,海淀区,xierqi,当代城市家园,98216,10324833,601,0,39.932039847001306,116.29759909028007,95159,realistic_mock
2023-10-10,65.6,2,15,17,2020,北,海淀区,shoujingmao,上地东里,107045,7019346,100,0,39.93118432484409,116.28363052404468,104765,realistic_mock
2023-10-12,106.9,4,26,27,2002,东西,海淀区,xierqi,观山园,102942,11004790,1365,0,39.96152632386884,116.26507913811758,114645,realistic_mock
2023-10-13,77.7,3,8,28,1998,北,海淀区,zhongguancun,华清嘉园,120213,9341326,1357,0,39.94173478712323,116.2890619978802,115171,realistic_mock
2023-10-14,63.6,3,15,16,2012,东南,海淀区,wudaokou,观山园,97220,6186566,620,0,39.95622329190381,116.25685603800335,102479,realistic_mock
2023-10-24,104.6,3,26,27,2018,南,海淀区,wudaokou,曙光花园,113819,11909231,166,0,39.979860335795884,116.2658130887698,107032,realistic_mock
2023-10-24,79.9,3,4,6,1998,西南,海淀区,shangdi,紫金庄园,116536,9316960,701,0,39.96001829101946,116.28463111420271,111585,realistic_mock
2023-10-24,92.3,4,27,28,2015,北,海淀区,zhongguancun,当代城市家园,104033,9601604,140,0,39.957176955616696,116.2859776541076,93061,realistic_mock
2023-10-25,98.2,2,3,10,2020,西南,海淀区,shangdi,美丽园,105342,10342876,164,0,39.957488411464,116.27990228672705,109701,realistic_mock
2023-10-25,91.4,3,7,23,2012,东南,海淀区,zhongguancun,紫金庄园,93487,8545705,1552,0,39.93823405261835,116.26591364972272,86160,realistic_mock
2023-10-30,143.5,2,7,16,2020,东西,海淀区,haidian,上地东里,100897,14482220,100,0,39.97914823536342,116.2778517373453,94328,realistic_mock
2023-10-30,92.6,1,11,21,2015,西南,海淀区,zhongguancun,世纪城,113763,10531288,401,0,39.92431440303899,116.30454033533015,104300,realistic_mock
2023-10-30,59.6,2,20,21,2020,南,海淀区,xierqi,上地东里,99567,5935354,404,0,39.94110907492521,116.26894988970919,94645,realistic_mock
2023-10-31,73.6,1,17,31,2012,东西,海淀区,zhongguancun,橡树湾,98459,7244406,360,0,39.973743603555576,116.28499599106878,88092,realistic_mock
2023-10-31,72.9,4,26,27,2020,东西,海淀区,xierqi,曙光花园,111886,8156965,100,0,39.975484848551865,116.30111020852914,104118,realistic_mock
2023-11-01,112.8,2,3,22,2002,南北,海淀区,shangdi,世纪城,85162,9608572,100,0,39.979207795650794,116.26836036631254,83049,realistic_mock
2023-11-03,100.8,2,27,28,2018,西南,海淀区,xierqi,博雅西园,97764,9852160,100,0,39.92067433895993,116.26363172488126,95543,realistic_mock
2023-11-06,96.2,4,20,21,2005,北,海淀区,shangdi,美丽园,129848,12492180,271,0,39.954371960238014,116.25998521113135,128631,realistic_mock
2023-11-07,104.6,2,26,27,2018,南,海淀区,shangdi,上地西里,107409,11240176,263,0,39.932961886423584,116.30803627142222,102988,realistic_mock
2023-11-07,97.7,3,7,8,2020,南,海淀区,haidian,华清嘉园,96230,9402644,182,0,39.956092910382786,116.28637901684247,94048,realistic_mock
2023-11-07,100.3,3,25,26,2002,南,海淀区,shoujingmao,美丽园,113150,11350582,382,0,39.93397756848522,116.25146404689339,113561,realistic_mock
2023-11-10,85.6,4,5,25,2020,北,海淀区,xierqi,涧桥泊屋,103992,8905238,237,0,39.96651144615764,116.28160613443617,98359,realistic_mock
2023-11-11,66.1,2,13,26,2020,南,海淀区,shoujingmao,当代城市家园,120773,7984947,174,0,39.95282234861724,116.28197313819845,121796,realistic_mock
2023-11-13,106.7,3,10,27,2012,东西,海淀区,xierqi,世纪城,103509,11041865,100,0,39.94046540146846,116.29912242342715,95264,realistic_mock
2023-11-14,62.4,1,23,24,2012,南,海淀区,wudaokou,紫金庄园,101266,6317803,846,0,39.94460142720451,116.27891969506398,100425,realistic_mock
2023-11-15,112.5,2,23,24,2002,东西,海淀区,xierqi,曙光花园,114303,12853879,100,0,39.967513479427744,116.29869432026109,110829,realistic_mock
2023-11-23,97.8,3,16,18,2012,西南,海淀区,wudaokou,华清嘉园,99571,9740901,365,0,39.95082247131292,116.26729107155758,91732,realistic_mock
2023-11-26,137.7,3,18,19,1998,东南,海淀区,zhongguancun,万柳书院,95340,13131726,700,0,39.968058842024206,116.25626727108602,89689,realistic_mock
2023-11-28,68.9,3,22,23,2018,北,海淀区,xierqi,观山园,104971,7232211,714,0,39.97079117191264,116.2703134687533,105315,realistic_mock
2023-11-30,124.4,1,15,18,2015,西南,海淀区,zhongguancun,曙光花园,112699,14022093,100,0,39.94640766179278,116.25739834831928,111208,realistic_mock
2023-12-02,73.7,2,17,26,2005,南,海淀区,xierqi,上地东里,97706,7197284,603,0,39.937960187431365,116.26266138458033,87294,realistic_mock
2023-12-03,83.3,3,3,20,2005,北,海淀区,wudaokou,当代城市家园,95454,7946999,381,0,39.95141980496328,116.26914740938923,96837,realistic_mock
2023-12-04,40.0,1,9,22,2012,东西,海淀区,shoujingmao,涧桥泊屋,100359,4014443,681,0,39.96151286277103,116.28978378294775,95995,realistic_mock
2023-12-07,93.1,4,1,6,1998,南,海淀区,shoujingmao,紫金庄园,108191,10078015,100,0,39.973753050871565,116.2976357631516,110407,realistic_mock
2023-12-09,51.9,3,26,27,2020,东西,海淀区,zhongguancun,万城华府,115197,5974234,205,0,39.92614366776759,116.25369034418752,114496,realistic_mock
2023-12-11,92.1,3,19,20,2005,南,海淀区,haidian,涧桥泊屋,101714,9365309,515,0,39.93111608132916,116.30786026609266,107326,realistic_mock
2023-12-13,150.3,1,13,14,2012,南,海淀区,xierqi,世纪城,95645,14374803,100,0,39.959523058323626,116.28193751255709,98656,realistic_mock
2023-12-14,88.8,2,15,16,2005,南,海淀区,shoujingmao,上地西里,118224,10496578,474,0,39.963738863699355,116.30170145422724,122419,realistic_mock
2023-12-15,153.7,3,14,15,2020,南北,海淀区,haidian,观山园,108760,16720698,100,0,39.924932095368916,116.26970146710798,106507,realistic_mock
2023-12-15,139.5,3,17,31,2008,南,海淀区,shangdi,当代城市家园,105274,14689896,345,0,39.92881776257529,116.298667426196,108062,realistic_mock
2023-12-16,64.6,3,19,20,2008,南,海淀区,shoujingmao,郦城,127043,8210930,352,0,39.95248246525445,116.25516192942197,122131,realistic_mock
2023-12-17,124.8,2,16,21,1998,西南,海淀区,shoujingmao,博雅西园,103880,12965073,100,0,39.95072558349796,116.26358974651188,108247,realistic_mock
2023-12-20,88.9,3,12,13,2015,西南,海淀区,wudaokou,橡树湾,124335,11048716,100,0,39.95943912950938,116.27548074074511,129949,realistic_mock
2023-12-23,80.3,3,16,20,2012,南,海淀区,xierqi,观山园,105102,8437910,1041,0,39.93306746000074,116.29160175691048,95749,realistic_mock
2023-12-23,119.7,1,14,21,2018,西南,海淀区,haidian,万城华府,107849,12904765,461,0,39.946924445050854,116.30178155766721,99830,realistic_mock
2023-12-23,139.4,3,18,19,1998,北,海淀区,haidian,华清嘉园,110543,15406525,670,0,39.9498354342363,116.30739805937183,107114,realistic_mock
2023-12-25,92.2,3,16,19,2008,北,海淀区,wudaokou,美丽园,96049,8853948,249,0,39.925311338912884,116.28653994666311,92047,realistic_mock
2023-12-25,44.0,2,12,30,2008,东南,海淀区,xierqi,万柳书院,92872,4081953,599,0,39.942285014719594,116.25236340977338,94008,realistic_mock
2023-12-26,77.6,2,2,25,2018,东南,海淀区,shoujingmao,美丽园,100132,7769581,258,0,39.9658169179377,116.26549586147323,101369,realistic_mock
2023-12-27,62.3,1,23,24,2020,南北,海淀区,shangdi,观山园,121880,7598315,512,0,39.97317174682791,116.2855826600512,111409,realistic_mock
2023-12-28,104.0,2,10,27,1998,西南,海淀区,wudaokou,上地西里,100864,10488468,351,0,39.956391530347794,116.28715561282726,99431,realistic_mock
2023-12-29,121.3,3,8,27,2008,北,海淀区,wudaokou,曙光花园,110646,13420537,397,0,39.94158736480292,116.27434872553202,110358,realistic_mock
2023-12-29,60.2,2,26,27,2012,南北,海淀区,zhongguancun,上地东里,93769,5641165,415,0,39.94996003009872,116.26596115668032,89958,realistic_mock
2023-12-30,88.3,3,6,26,2008,东南,海淀区,haidian,万城华府,92681,8180253,100,0,39.930034027001966,116.28516035718208,91770,realistic_mock
2023-12-30,98.6,3,17,18,2005,北,海淀区,shangdi,华清嘉园,111136,10952762,100,0,39.965700577126775,116.25639584698976,117720,realistic_mock
2023-12-31,77.0,2,13,20,1998,南,海淀区,haidian,涧桥泊屋,96204,7410923,768,0,39.963517225061274,116.27162364240324,92511,realistic_mock
2024-01-01,77.5,2,10,30,2012,东西,海淀区,shangdi,博雅西园,95121,7373099,548,0,39.94424179701971,116.2907010377673,90057,realistic_mock
2024-01-02,87.6,4,10,11,2015,东西,海淀区,shoujingmao,观山园,102461,8977772,100,0,39.97572824119987,116.2684200109709,110448,realistic_mock
2024-01-03,109.4,3,5,26,2020,南,海淀区,haidian,世纪城,113465,12411452,201,0,39.92571572393753,116.26541901974925,113064,realistic_mock
2024-01-04,68.7,1,21,23,2020,南,海淀区,shoujingmao,紫金庄园,101142,6944247,557,0,39.95021461378032,116.30364327631223,106723,realistic_mock
2024-01-04,76.3,3,15,18,2020,南北,海淀区,shoujingmao,万城华府,108221,8258347,383,0,39.930218282296615,116.29118465289739,113405,realistic_mock
2024-01-05,89.8,3,13,26,2012,西南,海淀区,shangdi,上地西里,96825,8698300,100,0,39.93249997144932,116.26657309011065,102500,realistic_mock
2024-01-05,90.8,2,16,17,2002,南,海淀区,shangdi,上地西里,104567,9495921,2552,0,39.96169791612912,116.2685036755179,106043,realistic_mock
2024-01-07,40.0,2,7,13,2020,北,海淀区,shangdi,华清嘉园,92850,3714013,382,0,39.93437046464242,116.27799637595557,94186,realistic_mock
2024-01-08,93.5,4,4,7,2008,北,海淀区,shangdi,世纪城,92336,8631633,310,0,39.96103782616389,116.28695106986339,96116,realistic_mock
2024-01-08,81.4,4,26,27,2015,西南,海淀区,shoujingmao,上地东里,95134,7747306,534,0,39.9527549462099,116.29234988903272,95584,realistic_mock
2024-01-08,111.0,2,10,19,2012,东西,海淀区,xierqi,世纪城,87530,9719238,100,0,39.946732498324515,116.26255112792448,85384,realistic_mock
2024-01-10,82.1,3,9,29,2005,东南,海淀区,wudaokou,万城华府,95587,7846165,126,0,39.922798154027696,116.2759408643003,97218,realistic_mock
2024-01-10,114.2,3,25,26,2015,西南,海淀区,shangdi,美丽园,99170,11326850,100,0,39.952045365162526,116.27908979828155,94074,realistic_mock
2024-01-11,92.7,3,8,17,2008,东西,海淀区,shoujingmao,世纪城,111182,10305756,281,0,39.95886254448742,116.28015838829853,104698,realistic_mock
2024-01-11,50.8,1,24,25,2005,西南,海淀区,wudaokou,涧桥泊屋,93404,4741367,204,0,39.96566663530912,116.278952304448,92696,realistic_mock
2024-01-12,76.7,4,6,9,2015,南北,海淀区,xierqi,当代城市家园,98298,7537795,100,0,39.940312678858014,116.27719044173813,102818,realistic_mock
2024-01-14,95.6,1,12,15,2018,东南,海淀区,shangdi,橡树湾,117685,11251999,100,0,39.934197987888204,116.30338493941773,118252,realistic_mock
2024-01-14,73.3,2,27,28,2018,东西,海淀区,xierqi,上地西里,97666,7159464,267,0,39.94579911284727,116.28581464143281,99954,realistic_mock
2024-01-15,121.0,3,12,26,2020,北,海淀区,xierqi,紫金庄园,110111,13319449,455,0,39.93384975134924,116.27741151869283,102613,realistic_mock
2024-01-15,89.3,3,10,31,2008,东西,海淀区,zhongguancun,涧桥泊屋,88328,7885873,145,0,39.97553265955174,116.27254234832282,83966,realistic_mock
