date,area,rooms,floor,year_built,price_per_sqm,total_price,district,source
2017-04-09,60.3,1,4,2010,64122,3867273,海淀区,public_trend_based
2017-04-09,78.1,2,22,2000,73832,5765898,海淀区,public_trend_based
2017-04-09,112.9,4,10,2005,83700,9447599,海淀区,public_trend_based
2017-04-23,103.7,1,12,1995,60137,6237000,海淀区,public_trend_based
2017-04-27,59.6,2,17,1995,82313,4904825,海淀区,public_trend_based
2017-04-07,125.1,1,19,2010,82337,10304374,海淀区,public_trend_based
2017-04-19,40.0,2,17,2000,68508,2740320,海淀区,public_trend_based
2017-04-08,120.0,1,6,2020,63140,7579242,海淀区,public_trend_based
2017-04-26,88.1,2,19,2010,81580,7186238,海淀区,public_trend_based
2017-04-02,40.0,2,13,2010,73866,2954640,海淀区,public_trend_based
2017-04-01,98.9,2,4,2015,82814,8189627,海淀区,public_trend_based
2017-04-22,118.3,2,5,1995,72446,8570501,海淀区,public_trend_based
2017-04-20,87.2,2,10,1995,72594,6330750,海淀区,public_trend_based
2017-04-26,108.9,4,16,2005,89037,9696022,海淀区,public_trend_based
2017-04-21,103.1,3,10,2020,71443,7364974,海淀区,public_trend_based
2017-04-19,74.5,1,21,2000,75321,5614257,海淀区,public_trend_based
2017-04-05,102.8,2,11,2010,80160,8237204,海淀区,public_trend_based
2017-04-24,63.9,2,13,2000,66157,4224278,海淀区,public_trend_based
2017-04-22,72.4,2,20,2010,81003,5861576,海淀区,public_trend_based
2017-04-15,105.0,3,8,2000,91627,9619047,海淀区,public_trend_based
2017-04-10,66.6,3,8,1995,62864,4188978,海淀区,public_trend_based
2017-04-17,40.0,2,17,2010,74620,2984800,海淀区,public_trend_based
2017-04-22,80.9,2,8,2020,79636,6446108,海淀区,public_trend_based
2017-04-10,77.8,2,24,2015,82534,6417485,海淀区,public_trend_based
2017-04-02,106.8,2,12,2015,83957,8968942,海淀区,public_trend_based
2017-04-01,158.4,2,11,2000,79257,12554827,海淀区,public_trend_based
2017-04-17,129.0,3,1,2015,75261,9707186,海淀区,public_trend_based
2017-04-17,40.0,2,1,2005,79591,3183640,海淀区,public_trend_based
2017-04-18,122.4,3,24,2000,73636,9013890,海淀区,public_trend_based
2017-04-23,103.4,1,4,2005,67840,7014659,海淀区,public_trend_based
2017-04-07,103.3,3,22,2015,86683,8957803,海淀区,public_trend_based
2017-04-12,80.4,2,9,2010,81350,6539664,海淀区,public_trend_based
2017-04-20,62.2,3,9,2000,76859,4784025,海淀区,public_trend_based
2017-04-15,125.7,2,24,2015,79393,9976175,海淀区,public_trend_based
2017-04-18,134.9,3,9,2000,74639,10070907,海淀区,public_trend_based
2017-04-07,95.8,3,7,1995,65823,6307158,海淀区,public_trend_based
2017-04-18,65.5,3,9,2000,77451,5074799,海淀区,public_trend_based
2017-04-25,45.3,2,13,2000,68591,3105643,海淀区,public_trend_based
2017-04-02,78.5,3,10,1995,74931,5883220,海淀区,public_trend_based
2017-04-03,89.3,2,11,2020,59671,5328503,海淀区,public_trend_based
2017-04-12,141.2,2,4,2005,76461,10795275,海淀区,public_trend_based
2017-04-20,93.1,1,6,2015,69031,6429451,海淀区,public_trend_based
2017-04-02,94.8,2,1,2010,67611,6411290,海淀区,public_trend_based
2017-04-27,99.3,2,4,2005,80165,7959553,海淀区,public_trend_based
2017-04-05,105.3,2,1,2000,76753,8079088,海淀区,public_trend_based
2017-04-27,95.8,1,10,2010,72698,6967039,海淀区,public_trend_based
2017-04-26,84.3,2,22,2020,82644,6964513,海淀区,public_trend_based
2017-04-20,124.0,1,13,2005,82936,10283326,海淀区,public_trend_based
2017-04-22,95.5,2,22,2010,78781,7524764,海淀区,public_trend_based
2017-04-12,131.6,2,3,1995,83103,10934964,海淀区,public_trend_based
2017-04-12,113.3,3,10,2020,73153,8288154,海淀区,public_trend_based
2017-04-22,85.1,2,1,2020,87785,7467160,海淀区,public_trend_based
2017-04-01,127.3,2,23,2000,65576,8347965,海淀区,public_trend_based
2017-04-05,92.0,2,16,2005,79764,7336228,海淀区,public_trend_based
2017-04-03,85.2,2,3,2015,76899,6552365,海淀区,public_trend_based
2017-04-08,74.5,2,17,2005,76104,5670478,海淀区,public_trend_based
2017-04-01,97.6,3,10,1995,75495,7371604,海淀区,public_trend_based
2017-04-19,110.7,2,8,2005,83334,9222258,海淀区,public_trend_based
2017-04-27,40.0,2,12,2015,92624,3704960,海淀区,public_trend_based
2017-04-26,117.4,1,5,2000,63616,7470431,海淀区,public_trend_based
2017-04-09,110.0,2,6,2010,74498,8198230,海淀区,public_trend_based
2017-04-15,98.5,4,9,2015,83780,8255377,海淀区,public_trend_based
2017-04-22,111.1,3,20,2020,92337,10257839,海淀区,public_trend_based
2017-04-11,40.0,2,4,2020,86836,3473440,海淀区,public_trend_based
2017-04-14,66.1,1,20,2000,51042,3374090,海淀区,public_trend_based
2017-04-17,110.5,1,9,2015,76018,8398532,海淀区,public_trend_based
2017-04-25,93.3,2,20,2020,67310,6277741,海淀区,public_trend_based
2017-04-14,101.2,2,8,2020,81464,8246629,海淀区,public_trend_based
2017-04-25,121.6,2,10,2005,76034,9245806,海淀区,public_trend_based
2017-04-24,81.2,1,20,1995,72264,5869142,海淀区,public_trend_based
2017-04-18,97.3,3,22,2005,84774,8251534,海淀区,public_trend_based
2017-04-24,84.6,3,11,2010,79284,6708982,海淀区,public_trend_based
2017-04-18,87.1,2,8,2000,67567,5881964,海淀区,public_trend_based
2017-04-11,103.6,3,7,2015,78944,8181339,海淀区,public_trend_based
2017-04-16,53.7,3,3,1995,76267,4091988,海淀区,public_trend_based
2017-04-18,46.1,2,21,2005,71561,3298692,海淀区,public_trend_based
2017-04-01,74.7,2,13,2015,79440,5930722,海淀区,public_trend_based
2017-04-04,90.7,1,22,1995,64420,5844156,海淀区,public_trend_based
2017-04-11,116.8,2,19,2005,68823,8035926,海淀区,public_trend_based
2017-04-26,119.0,3,15,2000,70496,8386321,海淀区,public_trend_based
2017-04-08,94.0,3,18,2010,84696,7958067,海淀区,public_trend_based
2017-04-03,89.0,2,4,2020,74194,6605279,海淀区,public_trend_based
2017-04-16,53.3,2,23,2000,92109,4910420,海淀区,public_trend_based
2017-04-07,159.3,2,3,1995,63634,10136303,海淀区,public_trend_based
2017-04-19,62.2,1,21,2010,83694,5206552,海淀区,public_trend_based
2017-04-17,40.0,1,5,2000,78020,3120800,海淀区,public_trend_based
2017-04-21,100.4,4,24,2020,94437,9478815,海淀区,public_trend_based
2017-04-07,87.0,1,6,2010,69618,6059204,海淀区,public_trend_based
2017-04-22,97.6,2,1,2015,84873,8283655,海淀区,public_trend_based
2017-04-25,110.0,3,20,2015,87868,9666742,海淀区,public_trend_based
2017-04-09,117.0,2,13,2005,73655,8620327,海淀区,public_trend_based
2017-04-10,119.1,4,10,2005,77622,9243174,海淀区,public_trend_based
2017-04-15,102.3,2,13,2005,72723,7441612,海淀区,public_trend_based
2017-04-19,133.7,2,1,2000,61727,8251508,海淀区,public_trend_based
2017-04-27,89.3,2,5,1995,57240,5111827,海淀区,public_trend_based
2017-05-02,63.0,2,12,2000,78164,4927803,海淀区,public_trend_based
2017-05-05,124.1,1,4,1995,60759,7540669,海淀区,public_trend_based
2017-05-22,105.6,2,18,2020,93703,9893358,海淀区,public_trend_based
2017-05-26,63.8,3,12,2015,88403,5638891,海淀区,public_trend_based
2017-05-07,88.4,3,3,2010,74373,6577778,海淀区,public_trend_based
2017-05-14,98.2,3,3,2015,70314,6907417,海淀区,public_trend_based
2017-05-09,106.9,3,19,2010,86136,9208907,海淀区,public_trend_based
2017-05-10,96.4,1,3,2015,80154,7728768,海淀区,public_trend_based
2017-05-13,101.7,2,24,2005,81380,8277504,海淀区,public_trend_based
2017-05-15,78.1,3,6,2005,74177,5790244,海淀区,public_trend_based
2017-05-11,104.3,3,3,1995,84299,8793694,海淀区,public_trend_based
2017-05-23,98.9,2,5,2000,74402,7358109,海淀区,public_trend_based
2017-05-10,68.6,3,10,2020,73549,5045945,海淀区,public_trend_based
2017-05-25,63.8,3,10,2005,81129,5172332,海淀区,public_trend_based
2017-05-09,78.4,3,3,2005,83052,6514317,海淀区,public_trend_based
2017-05-26,96.7,2,17,1995,66323,6415482,海淀区,public_trend_based
2017-05-13,109.5,2,21,2005,67304,7366686,海淀区,public_trend_based
2017-05-27,113.9,2,6,2020,80387,9158384,海淀区,public_trend_based
2017-05-18,90.9,2,12,2000,81045,7365878,海淀区,public_trend_based
2017-05-09,94.6,3,6,2010,74955,7087400,海淀区,public_trend_based
2017-05-17,54.2,3,11,2010,77260,4191068,海淀区,public_trend_based
2017-05-08,128.8,2,5,2020,78336,10086360,海淀区,public_trend_based
2017-05-08,102.5,2,17,2020,68055,6976881,海淀区,public_trend_based
2017-05-05,86.7,3,19,2020,90457,7843380,海淀区,public_trend_based
2017-05-24,91.4,3,11,2005,88293,8065762,海淀区,public_trend_based
2017-05-25,103.6,2,15,2015,77868,8066447,海淀区,public_trend_based
2017-05-16,50.6,1,23,2015,77168,3902465,海淀区,public_trend_based
2017-05-02,159.8,4,18,2005,76539,12232898,海淀区,public_trend_based
2017-05-23,69.4,1,15,2020,80150,5560621,海淀区,public_trend_based
2017-05-14,78.0,3,23,2015,82333,6419473,海淀区,public_trend_based
2017-05-06,87.2,3,3,2005,71210,6206800,海淀区,public_trend_based
2017-05-16,74.3,2,23,2015,88413,6568149,海淀区,public_trend_based
2017-05-03,88.5,1,21,1995,68972,6105445,海淀区,public_trend_based
2017-05-09,83.4,3,5,2020,72106,6016422,海淀区,public_trend_based
2017-05-03,73.3,2,4,1995,72736,5334380,海淀区,public_trend_based
2017-05-23,44.2,4,24,2010,91905,4061509,海淀区,public_trend_based
2017-05-19,118.0,2,23,2000,79025,9324624,海淀区,public_trend_based
2017-05-13,105.6,3,14,2010,83129,8780983,海淀区,public_trend_based
2017-05-18,117.4,2,8,2000,64268,7542555,海淀区,public_trend_based
2017-05-04,76.3,2,22,2010,83095,6343036,海淀区,public_trend_based
2017-05-03,125.2,3,10,2020,71219,8917921,海淀区,public_trend_based
2017-05-10,126.5,3,3,1995,79728,10088424,海淀区,public_trend_based
2017-05-23,73.3,2,9,2010,81668,5987308,海淀区,public_trend_based
2017-05-18,109.0,1,9,2015,76411,8329581,海淀区,public_trend_based
2017-05-26,107.2,1,11,2015,68211,7314365,海淀区,public_trend_based
2017-05-17,42.7,2,15,2000,66704,2850881,海淀区,public_trend_based
2017-05-05,61.9,2,14,2005,64185,3974354,海淀区,public_trend_based
2017-05-03,78.1,3,6,2005,86875,6787166,海淀区,public_trend_based
2017-05-13,90.5,4,10,2015,84833,7680241,海淀区,public_trend_based
2017-05-02,43.7,2,2,2015,69328,3030802,海淀区,public_trend_based
2017-05-07,103.8,4,3,2005,79168,8217684,海淀区,public_trend_based
2017-05-26,107.7,2,18,2010,82837,8922027,海淀区,public_trend_based
2017-05-16,40.0,4,21,2015,82445,3297800,海淀区,public_trend_based
2017-05-01,41.8,3,8,2015,70873,2966001,海淀区,public_trend_based
2017-05-17,149.2,2,11,2000,83981,12526273,海淀区,public_trend_based
2017-05-20,123.5,2,1,2015,67456,8332646,海淀区,public_trend_based
2017-05-21,120.8,2,13,2010,67028,8095445,海淀区,public_trend_based
2017-05-12,88.7,2,15,1995,77593,6880404,海淀区,public_trend_based
2017-05-14,102.5,3,8,2010,88961,9117883,海淀区,public_trend_based
2017-05-23,70.4,3,2,2020,76798,5407674,海淀区,public_trend_based
2017-05-15,79.8,2,23,2010,73815,5889008,海淀区,public_trend_based
2017-05-22,117.7,2,7,2010,75242,8853577,海淀区,public_trend_based
2017-05-02,101.9,1,23,2010,84143,8571608,海淀区,public_trend_based
2017-05-05,111.6,2,15,2010,77289,8625821,海淀区,public_trend_based
2017-05-20,117.2,4,15,2015,95161,11153544,海淀区,public_trend_based
2017-05-23,97.2,1,5,2010,71054,6903199,海淀区,public_trend_based
2017-05-09,78.0,2,21,2005,79484,6197790,海淀区,public_trend_based
2017-05-09,125.1,1,11,2005,80758,10102618,海淀区,public_trend_based
2017-05-04,87.4,2,15,2000,71514,6247877,海淀区,public_trend_based
2017-05-09,83.6,4,6,2015,93536,7816500,海淀区,public_trend_based
2017-05-19,54.3,3,14,2020,83087,4508047,海淀区,public_trend_based
2017-05-20,119.6,2,11,2000,75613,9041109,海淀区,public_trend_based
2017-05-16,106.7,4,9,2000,60788,6484269,海淀区,public_trend_based
2017-05-10,96.3,3,17,2005,70610,6801028,海淀区,public_trend_based
2017-05-21,74.7,1,9,1995,84243,6295820,海淀区,public_trend_based
2017-05-05,117.1,3,5,2000,69311,8112957,海淀区,public_trend_based
2017-05-21,116.7,2,13,2000,76670,8949164,海淀区,public_trend_based
2017-05-20,73.5,2,24,2015,78737,5787491,海淀区,public_trend_based
2017-05-05,40.0,3,17,1995,73721,2948840,海淀区,public_trend_based
2017-05-07,122.8,4,8,2015,81775,10045914,海淀区,public_trend_based
2017-05-25,87.8,3,8,2015,72094,6333122,海淀区,public_trend_based
2017-05-11,137.9,1,6,2000,76329,10522170,海淀区,public_trend_based
2017-05-05,108.8,2,3,1995,52421,5704532,海淀区,public_trend_based
2017-05-04,104.1,1,2,2020,60720,6321089,海淀区,public_trend_based
2017-05-02,63.9,2,8,2010,91207,5827773,海淀区,public_trend_based
2017-06-26,86.2,3,5,2000,79854,6879724,海淀区,public_trend_based
2017-06-17,69.8,1,6,1995,72967,5096701,海淀区,public_trend_based
2017-06-13,84.2,1,11,2000,70604,5946230,海淀区,public_trend_based
2017-06-26,83.5,3,1,2010,68281,5698916,海淀区,public_trend_based
2017-06-03,83.2,1,22,2010,70297,5848267,海淀区,public_trend_based
2017-06-13,91.3,4,17,2000,76465,6978268,海淀区,public_trend_based
2017-06-21,69.2,2,21,2010,89852,6219254,海淀区,public_trend_based
2017-06-25,108.2,1,21,2015,76703,8299050,海淀区,public_trend_based
2017-06-24,100.5,2,24,1995,73328,7372384,海淀区,public_trend_based
2017-06-01,88.0,1,13,2020,63415,5577555,海淀区,public_trend_based
2017-06-11,83.6,2,9,2000,72053,6024130,海淀区,public_trend_based
2017-06-18,81.1,3,4,2000,62884,5097622,海淀区,public_trend_based
2017-06-22,91.1,2,1,2010,82193,7491354,海淀区,public_trend_based
2017-06-16,102.0,2,8,2015,78876,8044622,海淀区,public_trend_based
2017-06-11,72.0,2,19,2010,85992,6190147,海淀区,public_trend_based
2017-06-20,56.4,2,2,2015,76255,4301846,海淀区,public_trend_based
2017-06-04,74.3,2,7,2015,89050,6616727,海淀区,public_trend_based
2017-06-14,41.4,1,21,1995,72840,3017121,海淀区,public_trend_based
2017-06-02,81.2,1,9,2015,71420,5802121,海淀区,public_trend_based
2017-06-25,110.0,3,22,1995,70725,7777076,海淀区,public_trend_based
2017-06-10,113.8,4,13,2015,74812,8512001,海淀区,public_trend_based
2017-06-10,66.4,2,14,2020,85303,5667960,海淀区,public_trend_based
2017-06-05,92.5,2,1,1995,62614,5794503,海淀区,public_trend_based
2017-06-25,40.0,2,3,2005,73508,2940320,海淀区,public_trend_based
2017-06-06,71.2,1,9,1995,64500,4594845,海淀区,public_trend_based
2017-06-08,123.7,3,4,2005,66308,8202765,海淀区,public_trend_based
2017-06-12,98.1,2,5,2020,74763,7336675,海淀区,public_trend_based
2017-06-23,59.8,1,7,2000,64642,3864271,海淀区,public_trend_based
2017-06-11,119.3,3,19,2005,64550,7698038,海淀区,public_trend_based
2017-06-23,79.1,1,3,1995,61319,4850386,海淀区,public_trend_based
2017-06-04,107.9,3,10,2020,77317,8340520,海淀区,public_trend_based
2017-06-24,105.4,2,18,2005,77097,8129801,海淀区,public_trend_based
2017-06-03,140.4,2,11,1995,81796,11487866,海淀区,public_trend_based
2017-06-16,87.5,3,2,2005,67828,5931847,海淀区,public_trend_based
2017-06-01,77.8,1,8,2005,60526,4708972,海淀区,public_trend_based
2017-06-10,94.3,3,9,2015,81614,7696310,海淀区,public_trend_based
2017-06-13,110.2,1,15,2020,73688,8118420,海淀区,public_trend_based
2017-06-19,99.7,2,24,2000,74553,7434492,海淀区,public_trend_based
2017-06-02,120.0,2,13,2015,86937,10433517,海淀区,public_trend_based
2017-06-19,87.3,2,20,2015,86181,7519766,海淀区,public_trend_based
2017-06-19,58.9,2,20,2005,77188,4545509,海淀区,public_trend_based
2017-06-12,81.8,2,19,2010,75328,6163782,海淀区,public_trend_based
2017-06-06,40.0,2,21,2000,65092,2603680,海淀区,public_trend_based
2017-06-08,71.8,4,8,2015,73850,5305866,海淀区,public_trend_based
2017-06-11,87.5,2,6,1995,53543,4687342,海淀区,public_trend_based
2017-06-18,61.0,3,21,2015,86428,5271198,海淀区,public_trend_based
2017-06-10,115.9,3,12,2005,85198,9871280,海淀区,public_trend_based
2017-06-24,120.8,2,13,2015,78728,9513020,海淀区,public_trend_based
2017-06-18,112.8,2,19,1995,66097,7456709,海淀区,public_trend_based
2017-06-24,49.0,3,10,2005,88091,4313498,海淀区,public_trend_based
2017-06-03,57.2,2,6,2015,71347,4078596,海淀区,public_trend_based
2017-06-20,73.1,3,9,1995,71884,5258021,海淀区,public_trend_based
2017-06-25,60.4,2,3,2010,58099,3506434,海淀区,public_trend_based
2017-06-08,141.0,3,4,2005,79364,11191797,海淀区,public_trend_based
2017-06-11,118.7,4,17,2010,91585,10869285,海淀区,public_trend_based
2017-06-25,82.4,2,20,2015,93640,7719919,海淀区,public_trend_based
2017-06-19,62.5,1,11,2015,69939,4373478,海淀区,public_trend_based
2017-06-11,72.8,2,18,2010,78491,5711956,海淀区,public_trend_based
2017-06-05,82.6,2,6,2020,81079,6697618,海淀区,public_trend_based
2017-06-10,73.1,2,1,2015,67932,4964027,海淀区,public_trend_based
2017-06-23,84.2,2,1,1995,64265,5410188,海淀区,public_trend_based
2017-06-26,100.4,1,14,1995,59397,5965311,海淀区,public_trend_based
2017-06-04,40.0,2,8,2010,76847,3073880,海淀区,public_trend_based
2017-06-21,128.9,2,16,2005,65791,8481571,海淀区,public_trend_based
2017-06-03,62.4,2,20,1995,57946,3615717,海淀区,public_trend_based
2017-06-21,61.8,2,21,2000,70044,4327538,海淀区,public_trend_based
2017-06-10,75.1,2,6,2000,69005,5180482,海淀区,public_trend_based
2017-06-27,155.9,3,22,2020,114490,17853478,海淀区,public_trend_based
2017-06-10,75.9,3,8,2015,95753,7272080,海淀区,public_trend_based
2017-06-05,94.2,1,13,1995,68068,6413361,海淀区,public_trend_based
2017-06-09,82.7,2,11,2000,73445,6075478,海淀区,public_trend_based
2017-06-24,117.3,2,10,2000,82116,9634008,海淀区,public_trend_based
2017-06-05,56.2,2,18,2015,79504,4465183,海淀区,public_trend_based
2017-06-08,72.4,2,13,2010,67832,4911647,海淀区,public_trend_based
2017-06-24,68.0,2,10,2020,71267,4844057,海淀区,public_trend_based
2017-06-14,105.9,4,7,1995,59768,6327253,海淀区,public_trend_based
2017-06-21,95.1,1,7,2005,79590,7569479,海淀区,public_trend_based
2017-07-26,89.0,4,8,2000,77508,6900704,海淀区,public_trend_based
2017-07-14,100.0,3,16,2000,74099,7411602,海淀区,public_trend_based
2017-07-16,62.4,1,14,2000,57808,3606480,海淀区,public_trend_based
2017-07-15,82.1,2,23,2000,77369,6353628,海淀区,public_trend_based
2017-07-18,95.2,2,6,1995,62858,5985750,海淀区,public_trend_based
2017-07-22,77.6,3,6,2000,86487,6714484,海淀区,public_trend_based
2017-07-04,130.9,3,9,2000,71769,9394151,海淀区,public_trend_based
2017-07-08,84.2,4,24,2005,91693,7716801,海淀区,public_trend_based
2017-07-22,66.4,2,20,2005,74722,4963826,海淀区,public_trend_based
2017-07-19,63.4,2,11,2015,74706,4738331,海淀区,public_trend_based
2017-07-02,77.7,1,11,2015,77153,5998637,海淀区,public_trend_based
2017-07-15,116.7,3,20,2020,92842,10831922,海淀区,public_trend_based
2017-07-11,98.6,1,20,2000,68562,6759987,海淀区,public_trend_based
2017-07-25,117.7,1,6,1995,72553,8542118,海淀区,public_trend_based
2017-07-08,140.9,2,11,1995,66925,9430862,海淀区,public_trend_based
2017-07-23,68.1,2,11,2015,84212,5734515,海淀区,public_trend_based
2017-07-01,101.0,1,11,2005,76256,7702616,海淀区,public_trend_based
2017-07-06,80.4,1,3,2000,73158,5878762,海淀区,public_trend_based
2017-07-21,87.6,2,19,1995,70687,6192078,海淀区,public_trend_based
2017-07-01,121.6,2,4,2000,65413,7955071,海淀区,public_trend_based
2017-07-03,99.0,3,5,2015,77539,7680080,海淀区,public_trend_based
2017-07-10,129.5,2,9,2015,63922,8276025,海淀区,public_trend_based
2017-07-14,99.2,2,18,2015,60889,6040898,海淀区,public_trend_based
2017-07-23,41.8,1,9,2010,75577,3157487,海淀区,public_trend_based
2017-07-01,93.1,4,17,2015,72466,6745961,海淀区,public_trend_based
2017-07-23,126.2,2,23,2005,61842,7806824,海淀区,public_trend_based
2017-07-25,104.6,3,9,2000,77825,8140447,海淀区,public_trend_based
2017-07-01,47.0,2,1,1995,72168,3393135,海淀区,public_trend_based
2017-07-05,157.1,1,5,2015,76233,11972668,海淀区,public_trend_based
2017-07-10,52.0,3,18,2000,72461,3764973,海淀区,public_trend_based
2017-07-27,92.6,2,16,2020,73328,6790951,海淀区,public_trend_based
2017-07-07,66.2,3,15,2020,86704,5740517,海淀区,public_trend_based
2017-07-24,114.9,1,14,2005,70459,8097856,海淀区,public_trend_based
2017-07-09,68.2,2,11,2005,75174,5129114,海淀区,public_trend_based
2017-07-13,134.2,1,7,2010,58096,7798763,海淀区,public_trend_based
2017-07-15,115.2,3,8,2005,71122,8190015,海淀区,public_trend_based
2017-07-22,89.3,1,10,1995,67461,6024695,海淀区,public_trend_based
2017-07-09,76.6,2,14,2010,60288,4617717,海淀区,public_trend_based
2017-07-13,66.6,1,24,2000,65189,4339743,海淀区,public_trend_based
2017-07-20,95.9,1,20,2010,80529,7726198,海淀区,public_trend_based
2017-07-21,95.2,2,6,2000,56162,5348528,海淀区,public_trend_based
2017-07-20,119.3,2,13,2005,55255,6592121,海淀区,public_trend_based
2017-07-12,134.9,3,18,2015,78845,10636603,海淀区,public_trend_based
2017-07-27,40.9,2,18,2015,85817,3509263,海淀区,public_trend_based
2017-07-16,87.0,3,16,2015,91380,7946713,海淀区,public_trend_based
2017-07-14,67.9,3,9,2015,72606,4930006,海淀区,public_trend_based
2017-07-09,72.3,2,20,2015,95487,6908260,海淀区,public_trend_based
2017-07-09,77.1,3,15,2015,71492,5508560,海淀区,public_trend_based
2017-07-22,104.1,4,8,2020,89133,9275874,海淀区,public_trend_based
2017-07-18,90.2,1,4,1995,65360,5896466,海淀区,public_trend_based
2017-07-27,106.3,1,17,2015,66817,7104791,海淀区,public_trend_based
2017-07-01,106.0,2,2,2005,68028,7210865,海淀区,public_trend_based
2017-07-25,86.8,3,24,2020,86622,7515563,海淀区,public_trend_based
2017-07-17,77.2,1,7,2000,56905,4393038,海淀区,public_trend_based
2017-07-17,135.3,2,7,2000,62765,8493193,海淀区,public_trend_based
2017-07-24,135.9,2,21,2010,80508,10940580,海淀区,public_trend_based
2017-07-15,94.1,3,1,1995,81009,7624107,海淀区,public_trend_based
2017-07-21,44.5,1,8,2010,80348,3572456,海淀区,public_trend_based
2017-07-19,89.7,2,2,2020,85131,7638153,海淀区,public_trend_based
2017-07-21,138.1,2,3,2015,68221,9424280,海淀区,public_trend_based
2017-07-10,62.2,1,23,2010,72823,4532808,海淀区,public_trend_based
2017-07-03,60.5,2,5,2020,61823,3742445,海淀区,public_trend_based
2017-07-17,86.2,4,12,1995,84341,7270327,海淀区,public_trend_based
2017-07-24,139.4,4,7,1995,59657,8315414,海淀区,public_trend_based
2017-07-04,130.9,1,16,2015,74507,9754613,海淀区,public_trend_based
2017-07-11,115.9,4,24,2020,63910,7408605,海淀区,public_trend_based
2017-07-01,85.1,1,8,1995,67102,5708169,海淀区,public_trend_based
2017-08-19,97.1,1,6,2015,89080,8647110,海淀区,public_trend_based
2017-08-18,122.3,4,22,1995,67811,8294538,海淀区,public_trend_based
2017-08-26,83.6,3,23,2010,104263,8716883,海淀区,public_trend_based
2017-08-13,67.5,3,3,2015,87083,5875928,海淀区,public_trend_based
2017-08-18,86.3,4,4,2020,78615,6785286,海淀区,public_trend_based
2017-08-01,82.1,2,20,2015,97820,8033877,海淀区,public_trend_based
2017-08-24,61.9,1,10,2000,69195,4285997,海淀区,public_trend_based
2017-08-08,95.4,2,21,1995,82121,7831045,海淀区,public_trend_based
2017-08-07,84.5,2,6,2020,86985,7346982,海淀区,public_trend_based
2017-08-01,86.3,2,23,2005,73450,6338740,海淀区,public_trend_based
2017-08-11,98.7,2,21,2000,68152,6724593,海淀区,public_trend_based
2017-08-03,112.9,2,18,1995,66976,7559735,海淀区,public_trend_based
2017-08-15,86.7,2,22,2015,77029,6680792,海淀区,public_trend_based
2017-08-03,111.5,2,10,1995,80851,9018562,海淀区,public_trend_based
2017-08-05,75.7,2,12,2010,86806,6571406,海淀区,public_trend_based
2017-08-01,40.0,2,9,2020,67113,2684520,海淀区,public_trend_based
2017-08-17,92.7,2,23,1995,69837,6471385,海淀区,public_trend_based
2017-08-03,88.4,2,11,1995,70808,6258708,海淀区,public_trend_based
2017-08-25,101.9,3,7,2020,82142,8366268,海淀区,public_trend_based
2017-08-01,84.7,3,7,2005,70345,5959503,海淀区,public_trend_based
2017-08-01,111.5,4,9,1995,79054,8812372,海淀区,public_trend_based
2017-08-02,86.5,2,2,2010,73510,6361625,海淀区,public_trend_based
2017-08-08,135.2,2,19,2020,82749,11184512,海淀区,public_trend_based
2017-08-08,67.4,1,21,2010,76415,5150436,海淀区,public_trend_based
2017-08-26,84.4,2,20,2000,68082,5746779,海淀区,public_trend_based
2017-08-27,87.6,3,13,2010,87967,7704348,海淀区,public_trend_based
2017-08-19,82.0,2,16,2005,92747,7607201,海淀区,public_trend_based
2017-08-15,80.0,3,12,2010,83283,6658796,海淀区,public_trend_based
2017-08-10,77.5,1,24,2005,80080,6205831,海淀区,public_trend_based
2017-08-03,92.0,3,9,2010,62202,5721388,海淀区,public_trend_based
2017-08-07,83.1,1,10,2020,88804,7383404,海淀区,public_trend_based
2017-08-04,104.3,4,6,2005,80186,8366615,海淀区,public_trend_based
2017-08-18,77.7,2,3,2000,74533,5790277,海淀区,public_trend_based
2017-08-17,83.5,2,2,2015,89047,7432085,海淀区,public_trend_based
2017-08-04,97.6,2,24,2010,70683,6895976,海淀区,public_trend_based
2017-08-02,79.9,2,12,2015,76674,6122473,海淀区,public_trend_based
2017-08-11,90.5,2,24,2020,74970,6782005,海淀区,public_trend_based
2017-08-03,126.0,4,17,2000,76283,9609552,海淀区,public_trend_based
2017-08-24,64.7,2,12,2010,67878,4389913,海淀区,public_trend_based
2017-08-23,96.2,2,18,1995,71936,6918209,海淀区,public_trend_based
2017-08-12,98.4,2,17,1995,80274,7895890,海淀区,public_trend_based
2017-08-17,128.4,1,23,2020,75968,9754764,海淀区,public_trend_based
2017-08-26,175.7,3,13,2020,91278,16034345,海淀区,public_trend_based
2017-08-16,57.8,3,3,2015,95818,5538663,海淀区,public_trend_based
2017-08-10,104.4,2,15,1995,72380,7557501,海淀区,public_trend_based
2017-08-09,84.6,3,16,2000,74103,6268112,海淀区,public_trend_based
2017-08-22,114.4,3,12,2015,87838,10048213,海淀区,public_trend_based
2017-08-16,66.0,2,14,2015,79236,5230118,海淀区,public_trend_based
2017-08-11,124.6,3,9,2010,80807,10070306,海淀区,public_trend_based
2017-08-06,87.4,1,8,2020,73035,6384136,海淀区,public_trend_based
2017-08-24,92.7,1,13,1995,77413,7178420,海淀区,public_trend_based
2017-08-12,69.4,2,7,2000,66798,4638746,海淀区,public_trend_based
2017-08-11,109.8,1,11,1995,62033,6811024,海淀区,public_trend_based
